"","price","vehicleType","gearbox","powerPS","kilometer","fuelType","age"
"98307",700,"compact","manuell",60,150000,"benzin",21
"98316",1350,"compact","manuell",75,150000,"benzin",15
"98317",6500,"coupe","manuell",163,125000,"benzin",13
"98318",16999,"coupe","manuell",321,150000,"benzin",21
"98320",900,"compact","manuell",105,150000,"benzin",18
"98321",750,"compact","manuell",60,150000,"benzin",18
"98329",8500,"suv","automatik",218,150000,"diesel",12
"98333",1380,"cabrio","manuell",101,150000,"benzin",18
"98340",12500,"coupe","automatik",300,150000,"benzin",9
"98342",8350,"cabrio","manuell",118,90000,"benzin",18
"98347",3150,"compact","manuell",75,40000,"benzin",14
"98355",4900,"cabrio","automatik",136,150000,"benzin",17
"98359",20900,"cabrio","automatik",306,40000,"benzin",7
"98360",200,"compact","manuell",75,150000,"benzin",20
"98361",8299,"suv","automatik",163,150000,"diesel",13
"98365",9000,"coupe","automatik",279,150000,"benzin",17
"98367",2390,"compact","manuell",101,150000,"diesel",13
"98372",11199,"compact","manuell",90,30000,"benzin",3
"98373",3600,"compact","manuell",91,90000,"benzin",8
"98382",10000,"suv","manuell",107,70000,"diesel",6
"98386",5222,"coupe","manuell",143,150000,"benzin",17
"98388",8500,"compact","manuell",60,60000,"benzin",7
"98394",12700,"compact","manuell",90,5000,"benzin",2
"98397",3000,"compact","manuell",54,100000,"benzin",11
"98398",39990,"suv","automatik",181,20000,"diesel",2
"98399",9500,"compact","manuell",160,125000,"benzin",8
"98406",4299,"compact","manuell",150,150000,"benzin",12
"98408",700,"compact","manuell",60,150000,"diesel",17
"98416",5350,"compact","manuell",80,90000,"benzin",10
"98417",2650,"compact","manuell",66,150000,"benzin",10
"98418",2700,"cabrio","manuell",101,125000,"benzin",17
"98419",800,"compact","manuell",60,150000,"benzin",20
"98420",4150,"compact","manuell",68,50000,"benzin",8
"98423",24500,"suv","manuell",150,30000,"diesel",3
"98438",1900,"compact","manuell",54,100000,"benzin",12
"98441",12499,"cabrio","manuell",116,20000,"benzin",9
"98443",4950,"compact","manuell",60,100000,"benzin",8
"98445",23999,"suv","manuell",140,30000,"diesel",4
"98451",8888,"cabrio","automatik",163,150000,"diesel",13
"98454",4250,"compact","manuell",69,125000,"benzin",8
"98455",40000,"cabrio","manuell",170,10000,"benzin",46
"98458",13000,"cabrio","manuell",313,150000,"benzin",10
"98460",700,"compact","automatik",75,125000,"benzin",15
"98467",1850,"coupe","manuell",150,150000,"benzin",24
"98468",15999,"suv","automatik",224,150000,"diesel",10
"98469",990,"compact","manuell",55,125000,"benzin",17
"98470",10600,"compact","manuell",70,20000,"benzin",6
"98471",950,"compact","manuell",75,150000,"benzin",12
"98473",9900,"cabrio","automatik",218,150000,"benzin",13
"98480",17400,"coupe","manuell",177,150000,"diesel",7
"98484",11800,"compact","manuell",122,50000,"benzin",7
"98489",950,"compact","manuell",54,5000,"benzin",15
"98492",72000,"cabrio","manuell",525,90000,"benzin",7
"98494",800,"compact","manuell",65,150000,"benzin",16
"98504",27000,"suv","manuell",170,40000,"diesel",5
"98505",1100,"compact","manuell",58,125000,"benzin",15
"98511",9998,"coupe","manuell",204,125000,"benzin",9
"98523",17500,"suv","automatik",163,70000,"diesel",5
"98528",1200,"compact","manuell",85,150000,"benzin",15
"98535",3900,"compact","manuell",75,125000,"benzin",8
"98536",22500,"cabrio","manuell",120,5000,"benzin",2
"98539",1699,"compact","manuell",75,150000,"benzin",16
"98541",5425,"compact","manuell",60,70000,"benzin",8
"98545",11800,"cabrio","automatik",231,150000,"benzin",12
"98547",7999,"coupe","manuell",110,90000,"benzin",5
"98549",1600,"compact","manuell",50,150000,"benzin",16
"98552",8499,"compact","manuell",60,5000,"benzin",2
"98553",950,"compact","manuell",58,125000,"benzin",19
"98555",4350,"compact","manuell",109,60000,"diesel",10
"98560",3000,"compact","manuell",69,150000,"diesel",11
"98561",14999,"cabrio","manuell",170,125000,"benzin",9
"98572",1650,"compact","automatik",61,90000,"benzin",17
"98575",9000,"suv","automatik",272,150000,"benzin",11
"98580",1999,"cabrio","manuell",101,150000,"benzin",19
"98582",1990,"compact","manuell",54,150000,"benzin",12
"98583",7500,"cabrio","manuell",163,125000,"benzin",14
"98585",1600,"compact","automatik",61,150000,"diesel",17
"98586",1000,"compact","manuell",60,150000,"benzin",16
"98589",2800,"suv","manuell",83,150000,"benzin",14
"98594",11900,"cabrio","automatik",143,90000,"benzin",8
"98596",7000,"cabrio","automatik",95,70000,"benzin",32
"98599",5300,"cabrio","manuell",98,150000,"benzin",24
"98600",4600,"compact","manuell",101,125000,"diesel",14
"98605",13499,"compact","manuell",174,100000,"benzin",8
"98616",799,"compact","manuell",75,150000,"benzin",23
"98619",6650,"cabrio","automatik",136,125000,"benzin",18
"98621",4790,"compact","manuell",101,70000,"benzin",10
"98625",3550,"suv","manuell",80,5000,"benzin",38
"98626",8500,"cabrio","manuell",163,150000,"diesel",14
"98636",4700,"coupe","manuell",88,40000,"benzin",9
"98639",5000,"compact","manuell",69,100000,"benzin",8
"98646",17900,"suv","manuell",140,10000,"diesel",5
"98650",16799,"cabrio","manuell",122,40000,"benzin",5
"98655",7250,"compact","manuell",143,150000,"diesel",9
"98657",4400,"cabrio","manuell",140,150000,"benzin",11
"98660",10500,"compact","manuell",75,50000,"diesel",3
"98662",8900,"compact","manuell",69,10000,"benzin",3
"98667",3950,"cabrio","manuell",116,150000,"benzin",25
"98673",19500,"cabrio","manuell",105,50000,"benzin",6
"98675",26000,"coupe","automatik",239,90000,"diesel",8
"98676",1499,"compact","manuell",60,150000,"benzin",12
"98679",6500,"coupe","automatik",170,80000,"benzin",15
"98684",3900,"compact","manuell",147,30000,"benzin",23
"98685",2500,"compact","manuell",101,150000,"benzin",18
"98691",5600,"cabrio","manuell",110,90000,"benzin",15
"98692",2220,"compact","manuell",75,150000,"benzin",12
"98693",2900,"compact","manuell",101,150000,"diesel",12
"98697",31000,"coupe","automatik",245,100000,"diesel",7
"98701",3990,"compact","manuell",80,125000,"benzin",10
"98704",4900,"cabrio","manuell",177,100000,"benzin",13
"98707",5990,"compact","manuell",60,40000,"benzin",5
"98709",29000,"suv","automatik",258,80000,"benzin",5
"98712",3400,"compact","manuell",68,70000,"diesel",14
"98722",1000,"compact","manuell",60,150000,"benzin",14
"98725",1750,"compact","manuell",54,70000,"benzin",15
"98738",15900,"suv","automatik",163,125000,"diesel",6
"98744",2900,"coupe","manuell",145,150000,"benzin",21
"98745",3900,"compact","manuell",68,60000,"benzin",7
"98746",3500,"compact","manuell",60,50000,"benzin",8
"98754",7450,"cabrio","manuell",140,90000,"benzin",9
"98756",500,"compact","manuell",54,150000,"benzin",26
"98761",7500,"cabrio","automatik",163,150000,"benzin",17
"98774",11699,"cabrio","manuell",110,60000,"benzin",6
"98780",13200,"suv","automatik",239,125000,"diesel",11
"98787",550,"compact","automatik",90,150000,"benzin",18
"98788",2850,"coupe","manuell",129,150000,"benzin",16
"98789",1650,"coupe","automatik",110,150000,"benzin",30
"98794",6800,"compact","automatik",82,125000,"benzin",14
"98797",10000,"suv","automatik",185,90000,"diesel",9
"98807",13700,"cabrio","manuell",163,90000,"benzin",10
"98817",1700,"compact","manuell",50,150000,"benzin",13
"98818",1700,"coupe","manuell",170,150000,"benzin",18
"98819",5900,"coupe","manuell",125,150000,"diesel",10
"98822",31750,"suv","automatik",204,40000,"diesel",6
"98823",1800,"compact","manuell",75,125000,"benzin",15
"98824",2250,"compact","manuell",103,125000,"benzin",15
"98829",3590,"compact","manuell",110,150000,"diesel",16
"98830",16500,"cabrio","manuell",170,70000,"benzin",9
"98831",1400,"compact","manuell",50,150000,"benzin",15
"98852",600,"compact","manuell",45,60000,"benzin",24
"98854",18999,"coupe","automatik",170,150000,"diesel",6
"98863",9600,"cabrio","manuell",69,30000,"benzin",4
"98866",599,"compact","manuell",50,150000,"benzin",22
"98870",9200,"compact","manuell",109,125000,"diesel",9
"98881",599,"compact","automatik",58,150000,"benzin",18
"98884",2750,"compact","manuell",111,125000,"benzin",11
"98886",5399,"cabrio","automatik",82,150000,"benzin",13
"98888",15490,"cabrio","manuell",197,150000,"diesel",8
"98898",599,"coupe","manuell",45,125000,"benzin",24
"98901",4500,"compact","manuell",60,150000,"benzin",8
"98910",2450,"compact","automatik",54,100000,"benzin",15
"98911",1100,"compact","automatik",60,100000,"benzin",19
"98912",10890,"coupe","manuell",200,125000,"benzin",9
"98919",6600,"compact","manuell",90,100000,"diesel",8
"98920",5990,"suv","manuell",116,150000,"diesel",12
"98935",20550,"cabrio","automatik",305,100000,"benzin",8
"98957",2000,"compact","automatik",80,150000,"benzin",11
"98961",980,"compact","manuell",60,150000,"benzin",18
"98963",1090,"compact","manuell",60,150000,"benzin",17
"98973",12900,"cabrio","automatik",231,90000,"benzin",15
"98977",1150,"compact","manuell",68,125000,"benzin",18
"98982",1700,"cabrio","manuell",90,150000,"benzin",19
"98991",3200,"cabrio","manuell",103,150000,"benzin",14
"98992",850,"compact","manuell",60,150000,"benzin",17
"98993",4699,"cabrio","automatik",176,150000,"benzin",15
"99000",3099,"compact","manuell",54,125000,"benzin",14
"99003",13500,"cabrio","manuell",122,90000,"benzin",6
"99004",1550,"compact","manuell",50,80000,"benzin",20
"99010",12750,"compact","manuell",182,40000,"benzin",4
"99013",16900,"compact","automatik",185,30000,"benzin",5
"99021",3850,"cabrio","manuell",90,125000,"benzin",12
"99024",16800,"compact","automatik",122,40000,"benzin",5
"99025",2950,"compact","manuell",65,125000,"benzin",11
"99030",1900,"cabrio","manuell",109,150000,"benzin",15
"99031",12600,"compact","manuell",69,40000,"benzin",5
"99033",2200,"compact","manuell",75,150000,"diesel",15
"99042",11200,"compact","manuell",122,90000,"benzin",6
"99043",23500,"coupe","automatik",231,50000,"diesel",8
"99044",6200,"cabrio","automatik",136,150000,"benzin",18
"99046",390,"compact","manuell",60,150000,"diesel",20
"99051",9455,"compact","manuell",75,50000,"benzin",4
"99052",3900,"cabrio","manuell",150,150000,"benzin",11
"99056",3000,"compact","manuell",69,150000,"diesel",13
"99065",1150,"compact","manuell",58,150000,"benzin",18
"99071",1499,"compact","manuell",75,150000,"benzin",14
"99082",1800,"compact","automatik",75,70000,"benzin",16
"99083",750,"compact","manuell",69,150000,"benzin",20
"99087",1000,"compact","manuell",86,150000,"diesel",12
"99088",6750,"compact","manuell",90,80000,"benzin",6
"99089",3150,"compact","manuell",86,150000,"diesel",10
"99092",2650,"compact","manuell",64,150000,"benzin",13
"99100",11490,"compact","manuell",122,80000,"benzin",6
"99104",2200,"coupe","manuell",125,150000,"benzin",25
"99108",6499,"coupe","manuell",250,150000,"benzin",18
"99110",1500,"compact","manuell",58,150000,"benzin",14
"99111",4900,"cabrio","manuell",109,100000,"benzin",11
"99115",2899,"compact","manuell",80,100000,"diesel",11
"99116",8000,"coupe","manuell",116,60000,"benzin",8
"99117",18900,"coupe","automatik",239,150000,"diesel",7
"99123",300,"compact","manuell",45,10000,"benzin",25
"99132",20500,"suv","automatik",286,150000,"diesel",8
"99139",13500,"coupe","manuell",75,100000,"benzin",42
"99140",23499,"suv","manuell",110,30000,"diesel",3
"99141",10499,"cabrio","automatik",231,150000,"benzin",15
"99146",5500,"coupe","manuell",125,125000,"benzin",20
"99152",1600,"compact","manuell",60,70000,"benzin",15
"99154",2000,"compact","manuell",67,100000,"benzin",11
"99155",19999,"coupe","automatik",272,125000,"benzin",8
"99157",2850,"coupe","manuell",108,150000,"benzin",32
"99158",650,"compact","manuell",75,150000,"benzin",21
"99161",7200,"compact","manuell",105,125000,"benzin",6
"99163",7850,"cabrio","manuell",120,125000,"benzin",7
"99168",3999,"coupe","automatik",230,150000,"benzin",19
"99178",1399,"coupe","manuell",136,150000,"benzin",28
"99180",8200,"coupe","manuell",116,60000,"benzin",8
"99186",27000,"cabrio","automatik",245,70000,"benzin",11
"99193",8400,"compact","manuell",68,20000,"benzin",3
"99195",11800,"compact","manuell",69,20000,"benzin",4
"99200",750,"compact","manuell",59,90000,"benzin",20
"99201",8750,"compact","manuell",69,40000,"benzin",5
"99204",1450,"suv","manuell",145,150000,"benzin",16
"99212",2750,"compact","manuell",82,100000,"benzin",8
"99213",15000,"suv","automatik",218,150000,"diesel",11
"99214",11000,"suv","manuell",173,150000,"diesel",8
"99222",4500,"cabrio","manuell",98,150000,"benzin",25
"99223",3700,"coupe","manuell",179,150000,"benzin",16
"99224",1100,"coupe","manuell",131,150000,"benzin",20
"99227",29000,"coupe","automatik",387,125000,"benzin",10
"99229",4999,"compact","automatik",68,80000,"benzin",8
"99237",3250,"suv","automatik",150,125000,"diesel",13
"99238",750,"compact","manuell",54,100000,"benzin",16
"99240",650,"compact","manuell",45,150000,"benzin",23
"99241",11490,"suv","manuell",190,125000,"benzin",6
"99244",1860,"compact","manuell",60,150000,"benzin",15
"99248",17990,"suv","manuell",150,70000,"diesel",5
"99251",13999,"cabrio","manuell",272,150000,"benzin",12
"99255",14500,"compact","manuell",86,60000,"benzin",4
"99261",370,"compact","manuell",60,150000,"benzin",22
"99267",33000,"cabrio","automatik",298,125000,"benzin",9
"99270",2800,"suv","manuell",120,100000,"benzin",16
"99278",1199,"compact","manuell",65,100000,"benzin",17
"99282",1000,"compact","manuell",75,150000,"benzin",19
"99285",800,"compact","manuell",45,150000,"benzin",20
"99286",1690,"compact","manuell",54,125000,"benzin",12
"99291",22900,"suv","automatik",200,80000,"diesel",5
"99299",1450,"compact","manuell",50,150000,"benzin",18
"99302",2400,"compact","automatik",61,100000,"benzin",13
"99308",700,"compact","manuell",60,150000,"benzin",19
"99313",5000,"coupe","manuell",192,150000,"benzin",16
"99318",550,"compact","manuell",60,90000,"benzin",20
"99321",14900,"suv","manuell",163,125000,"diesel",6
"99329",9800,"coupe","manuell",179,150000,"benzin",16
"99330",6800,"compact","manuell",77,60000,"benzin",6
"99334",18500,"coupe","manuell",137,50000,"benzin",30
"99338",2000,"compact","manuell",60,125000,"benzin",17
"99344",6900,"cabrio","manuell",116,150000,"benzin",19
"99356",9150,"compact","manuell",105,40000,"benzin",5
"99358",11250,"compact","manuell",111,60000,"diesel",6
"99360",7900,"compact","manuell",69,30000,"benzin",4
"99361",7600,"compact","manuell",75,40000,"benzin",5
"99363",799,"compact","manuell",45,80000,"benzin",26
"99364",1650,"compact","manuell",135,150000,"benzin",18
"99372",16500,"compact","manuell",143,60000,"diesel",5
"99383",19777,"coupe","automatik",298,90000,"benzin",11
"99391",17800,"suv","manuell",140,70000,"diesel",5
"99393",4200,"compact","manuell",80,90000,"benzin",10
"99399",1699,"compact","manuell",60,150000,"benzin",18
"99409",3400,"compact","manuell",67,60000,"benzin",11
"99411",1200,"compact","automatik",60,125000,"benzin",17
"99425",12950,"suv","manuell",135,90000,"benzin",5
"99427",18500,"suv","manuell",136,50000,"diesel",5
"99439",52499,"coupe","automatik",457,40000,"benzin",4
"99446",2300,"coupe","automatik",193,150000,"benzin",17
"99451",1500,"coupe","manuell",136,5000,"benzin",30
"99457",700,"compact","manuell",45,150000,"benzin",22
"99459",8950,"compact","manuell",95,70000,"benzin",8
"99473",4800,"cabrio","manuell",98,150000,"benzin",25
"99475",690,"compact","manuell",60,150000,"benzin",20
"99476",9999,"coupe","manuell",170,125000,"benzin",27
"99477",8300,"cabrio","manuell",90,70000,"benzin",11
"99478",10450,"cabrio","manuell",163,125000,"benzin",14
"99480",7000,"compact","manuell",120,80000,"benzin",8
"99483",15999,"cabrio","automatik",218,125000,"benzin",10
"99485",899,"compact","manuell",69,90000,"benzin",15
"99489",1500,"compact","manuell",60,125000,"benzin",20
"99490",999,"compact","manuell",50,90000,"benzin",18
"99492",9900,"cabrio","manuell",170,150000,"benzin",10
"99496",5990,"compact","manuell",80,70000,"benzin",9
"99498",4800,"cabrio","automatik",163,150000,"benzin",15
"99500",2890,"compact","automatik",62,150000,"diesel",17
"99507",28990,"suv","automatik",350,150000,"diesel",9
"99510",11111,"suv","manuell",177,90000,"diesel",9
"99514",1999,"compact","manuell",75,150000,"benzin",14
"99518",5900,"coupe","manuell",150,150000,"diesel",10
"99524",1790,"compact","manuell",95,150000,"benzin",12
"99525",3900,"compact","manuell",125,150000,"diesel",10
"99526",8499,"suv","automatik",224,150000,"diesel",12
"99527",34000,"cabrio","automatik",235,150000,"benzin",13
"99529",3300,"compact","manuell",101,150000,"benzin",13
"99530",850,"compact","manuell",60,150000,"benzin",15
"99535",5800,"cabrio","manuell",140,125000,"benzin",11
"99539",2400,"compact","automatik",75,90000,"benzin",16
"99541",16500,"cabrio","manuell",228,70000,"benzin",14
"99545",2490,"compact","manuell",58,100000,"benzin",14
"99552",19500,"coupe","manuell",239,150000,"diesel",8
"99554",2450,"cabrio","manuell",150,150000,"benzin",22
"99556",12400,"cabrio","automatik",110,150000,"diesel",7
"99557",19490,"suv","manuell",140,50000,"diesel",6
"99558",850,"compact","manuell",101,150000,"benzin",19
"99563",3200,"coupe","manuell",115,150000,"benzin",16
"99570",29500,"suv","automatik",239,100000,"diesel",7
"99572",3150,"cabrio","manuell",136,150000,"benzin",20
"99578",18500,"cabrio","manuell",211,80000,"benzin",8
"99583",4700,"compact","manuell",132,150000,"benzin",15
"99589",1200,"compact","manuell",101,150000,"diesel",15
"99594",1999,"compact","manuell",60,150000,"benzin",13
"99595",950,"compact","manuell",58,150000,"benzin",19
"99596",4000,"compact","manuell",73,125000,"benzin",9
"99598",8390,"compact","manuell",86,70000,"benzin",8
"99600",2100,"compact","manuell",75,125000,"benzin",16
"99603",20900,"coupe","manuell",140,150000,"benzin",43
"99606",1850,"compact","manuell",68,150000,"benzin",16
"99610",1100,"compact","manuell",58,125000,"benzin",20
"99622",7820,"compact","manuell",86,50000,"benzin",7
"99625",3600,"compact","manuell",75,150000,"diesel",10
"99626",34850,"suv","automatik",258,90000,"diesel",5
"99646",1900,"compact","manuell",68,150000,"benzin",15
"99647",3499,"coupe","manuell",170,150000,"benzin",22
"99648",2400,"compact","manuell",75,150000,"benzin",10
"99650",2200,"coupe","manuell",116,20000,"benzin",16
"99653",2200,"compact","manuell",60,80000,"benzin",12
"99654",10700,"cabrio","automatik",170,70000,"benzin",15
"99655",2250,"compact","manuell",58,125000,"benzin",14
"99656",1350,"compact","manuell",60,90000,"benzin",18
"99658",10800,"compact","manuell",65,20000,"benzin",4
"99663",1250,"compact","manuell",66,150000,"benzin",17
"99672",23000,"suv","manuell",122,5000,"benzin",2
"99674",999,"cabrio","manuell",75,150000,"benzin",21
"99682",8550,"compact","manuell",82,40000,"benzin",5
"99688",6000,"compact","manuell",95,70000,"benzin",8
"99695",999,"coupe","manuell",139,150000,"benzin",18
"99703",2650,"compact","manuell",60,150000,"benzin",12
"99706",7650,"compact","manuell",60,40000,"benzin",3
"99709",6000,"cabrio","manuell",231,150000,"benzin",14
"99723",2600,"compact","manuell",60,50000,"benzin",11
"99724",9990,"compact","automatik",90,125000,"diesel",7
"99726",7500,"cabrio","automatik",197,125000,"benzin",13
"99731",1800,"compact","manuell",60,150000,"benzin",21
"99733",2700,"cabrio","manuell",112,150000,"benzin",35
"99742",1490,"compact","manuell",60,150000,"benzin",15
"99743",2500,"coupe","manuell",118,150000,"benzin",16
"99750",3290,"compact","manuell",80,150000,"diesel",11
"99755",4900,"suv","manuell",100,150000,"diesel",17
"99757",10500,"compact","manuell",69,10000,"benzin",3
"99761",2900,"coupe","manuell",193,150000,"benzin",21
"99767",999,"compact","manuell",60,150000,"benzin",15
"99769",5500,"compact","manuell",83,90000,"benzin",10
"99772",2800,"coupe","manuell",136,150000,"benzin",16
"99775",2982,"cabrio","manuell",107,150000,"benzin",14
"99778",550,"compact","manuell",54,150000,"benzin",20
"99796",6090,"compact","manuell",120,100000,"benzin",10
"99797",799,"compact","manuell",58,150000,"benzin",18
"99799",3850,"cabrio","manuell",116,150000,"benzin",20
"99804",10800,"compact","manuell",98,80000,"benzin",6
"99808",2499,"cabrio","manuell",116,150000,"benzin",24
"99815",3300,"cabrio","manuell",135,125000,"benzin",13
"99818",3250,"compact","manuell",70,150000,"benzin",11
"99824",950,"compact","manuell",75,150000,"benzin",16
"99830",5400,"compact","manuell",80,100000,"benzin",8
"99837",3750,"suv","manuell",125,150000,"diesel",19
"99847",26950,"suv","automatik",163,40000,"diesel",4
"99848",2800,"compact","manuell",65,125000,"benzin",11
"99852",8000,"suv","automatik",140,100000,"diesel",6
"99855",1350,"compact","manuell",89,150000,"benzin",1
"99857",4485,"coupe","manuell",231,150000,"benzin",17
"99862",4950,"cabrio","manuell",110,125000,"benzin",12
"99870",1000,"compact","manuell",54,150000,"benzin",20
"99873",1490,"compact","manuell",54,125000,"benzin",19
"99877",4500,"cabrio","manuell",109,90000,"benzin",12
"99879",700,"compact","manuell",75,150000,"benzin",21
"99885",15590,"compact","manuell",105,50000,"diesel",4
"99887",1400,"compact","manuell",75,150000,"benzin",17
"99889",16800,"suv","automatik",450,150000,"benzin",13
"99890",1000,"compact","manuell",45,150000,"benzin",20
"99893",5850,"compact","manuell",68,40000,"benzin",4
"99902",1200,"compact","manuell",60,125000,"benzin",17
"99903",5299,"coupe","manuell",170,150000,"diesel",14
"99908",799,"compact","manuell",56,150000,"benzin",18
"99916",1200,"compact","manuell",75,150000,"benzin",16
"99918",4000,"cabrio","manuell",109,80000,"benzin",12
"99925",1690,"compact","manuell",50,150000,"benzin",15
"99928",2450,"compact","manuell",60,70000,"benzin",16
"99932",2222,"compact","manuell",64,150000,"benzin",14
"99938",2700,"compact","manuell",68,150000,"benzin",10
"99939",22499,"suv","manuell",140,40000,"diesel",3
"99942",600,"compact","manuell",60,150000,"benzin",20
"99943",2450,"compact","manuell",65,150000,"benzin",10
"99946",15500,"cabrio","manuell",160,50000,"benzin",12
"99948",48000,"coupe","automatik",557,90000,"benzin",6
"99955",2400,"cabrio","manuell",110,150000,"benzin",15
"99962",500,"coupe","manuell",105,150000,"benzin",15
"99964",2499,"coupe","manuell",150,150000,"benzin",18
"99969",14500,"suv","manuell",163,70000,"diesel",5
"99975",32900,"suv","automatik",355,50000,"diesel",10
"99976",1500,"compact","manuell",75,150000,"benzin",26
"99985",1200,"compact","manuell",60,90000,"benzin",18
"99992",700,"compact","manuell",5,150000,"benzin",16
"100015",9800,"coupe","manuell",50,70000,"benzin",46
"100019",5000,"compact","manuell",86,150000,"benzin",9
"100021",2000,"cabrio","manuell",131,90000,"benzin",19
"100028",19950,"cabrio","manuell",122,40000,"benzin",4
"100030",3550,"compact","manuell",68,125000,"benzin",9
"100033",7000,"cabrio","manuell",170,70000,"benzin",16
"100034",4500,"cabrio","manuell",109,125000,"diesel",11
"100042",1300,"compact","manuell",60,150000,"benzin",17
"100043",2500,"coupe","manuell",170,150000,"benzin",18
"100046",2900,"cabrio","manuell",109,150000,"diesel",12
"100049",15950,"suv","manuell",140,80000,"diesel",6
"100050",26250,"cabrio","automatik",184,50000,"benzin",5
"100054",5500,"cabrio","manuell",169,90000,"benzin",34
"100063",79900,"cabrio","automatik",385,50000,"benzin",7
"100068",2200,"cabrio","automatik",61,150000,"benzin",15
"100079",650,"compact","manuell",54,150000,"benzin",23
"100080",750,"compact","manuell",55,150000,"benzin",22
"100083",14800,"cabrio","automatik",306,150000,"benzin",15
"100084",17500,"cabrio","manuell",231,90000,"benzin",10
"100085",5750,"coupe","manuell",179,150000,"benzin",17
"100088",699,"compact","manuell",58,150000,"benzin",16
"100091",1150,"coupe","manuell",75,150000,"benzin",18
"100092",380,"compact","manuell",55,150000,"benzin",17
"100093",1300,"compact","manuell",75,125000,"benzin",16
"100104",6700,"compact","manuell",80,125000,"benzin",8
"100105",5100,"compact","automatik",71,60000,"benzin",10
"100107",6900,"compact","manuell",131,125000,"diesel",10
"100108",1199,"compact","manuell",90,150000,"diesel",16
"100109",6340,"cabrio","manuell",111,90000,"benzin",9
"100112",6590,"compact","manuell",97,100000,"benzin",8
"100120",6099,"cabrio","manuell",170,150000,"benzin",17
"100121",1975,"compact","manuell",60,150000,"benzin",12
"100136",12500,"compact","manuell",182,60000,"benzin",4
"100144",22000,"coupe","automatik",150,90000,"diesel",4
"100146",3850,"suv","manuell",128,125000,"benzin",18
"100147",14200,"suv","manuell",111,10000,"benzin",3
"100157",6440,"compact","automatik",71,50000,"benzin",5
"100162",21490,"cabrio","manuell",184,125000,"benzin",6
"100164",3500,"compact","manuell",180,150000,"benzin",18
"100165",56900,"cabrio","automatik",306,30000,"benzin",5
"100170",250,"compact","manuell",50,125000,"benzin",19
"100171",6200,"cabrio","manuell",109,50000,"benzin",10
"100173",3999,"compact","manuell",75,125000,"benzin",10
"100175",6900,"cabrio","manuell",90,40000,"benzin",10
"100177",16590,"suv","automatik",205,150000,"diesel",8
"100183",35000,"cabrio","automatik",310,90000,"benzin",8
"100184",850,"cabrio","manuell",88,150000,"benzin",23
"100185",23900,"coupe","automatik",298,125000,"benzin",11
"100197",3950,"cabrio","manuell",110,125000,"benzin",18
"100205",2900,"compact","manuell",68,90000,"benzin",9
"100206",2399,"cabrio","manuell",116,150000,"benzin",22
"100207",600,"compact","manuell",58,150000,"benzin",18
"100213",6250,"compact","manuell",69,70000,"benzin",9
"100215",10400,"suv","manuell",129,100000,"diesel",11
"100217",700,"compact","manuell",45,20000,"benzin",21
"100220",4200,"cabrio","manuell",109,80000,"benzin",11
"100221",1100,"compact","manuell",54,125000,"benzin",18
"100222",8850,"compact","manuell",60,80000,"benzin",5
"100226",5900,"compact","manuell",69,30000,"benzin",8
"100231",19199,"cabrio","automatik",211,125000,"benzin",8
"100237",14400,"coupe","automatik",200,150000,"benzin",10
"100240",1350,"compact","manuell",60,150000,"benzin",18
"100252",550,"compact","manuell",60,150000,"benzin",22
"100264",2200,"suv","manuell",125,150000,"diesel",15
"100270",6650,"coupe","automatik",306,150000,"benzin",15
"100274",3700,"compact","manuell",68,40000,"benzin",7
"100276",500,"compact","automatik",45,150000,"benzin",18
"100278",899,"compact","manuell",52,150000,"benzin",16
"100281",1990,"compact","manuell",60,150000,"benzin",13
"100284",750,"compact","manuell",75,150000,"benzin",14
"100285",1990,"compact","manuell",55,50000,"benzin",14
"100300",1050,"compact","manuell",75,150000,"benzin",20
"100304",4650,"cabrio","manuell",116,150000,"benzin",19
"100306",650,"compact","manuell",60,100000,"benzin",18
"100308",5900,"compact","automatik",75,40000,"benzin",11
"100309",990,"compact","manuell",90,150000,"benzin",15
"100312",6299,"cabrio","manuell",105,125000,"benzin",10
"100319",500,"cabrio","manuell",71,150000,"benzin",21
"100327",4250,"coupe","automatik",279,150000,"benzin",19
"100329",10200,"suv","manuell",140,150000,"diesel",6
"100330",25980,"cabrio","manuell",333,10000,"benzin",12
"100332",2150,"compact","manuell",64,125000,"benzin",13
"100333",6550,"cabrio","manuell",110,50000,"benzin",13
"100338",13900,"suv","manuell",150,90000,"benzin",8
"100342",550,"compact","manuell",60,150000,"benzin",18
"100343",5860,"suv","automatik",209,150000,"benzin",11
"100349",21000,"cabrio","manuell",160,10000,"benzin",2
"100351",19800,"cabrio","automatik",213,90000,"benzin",8
"100357",700,"compact","manuell",75,150000,"benzin",18
"100360",22500,"suv","automatik",143,70000,"diesel",4
"100361",8950,"compact","manuell",60,50000,"benzin",7
"100365",4300,"coupe","manuell",143,150000,"benzin",15
"100370",12599,"cabrio","automatik",192,150000,"benzin",12
"100373",2299,"suv","manuell",120,150000,"diesel",16
"100381",1250,"coupe","manuell",101,150000,"benzin",19
"100382",9999,"cabrio","manuell",120,50000,"benzin",5
"100386",13900,"suv","automatik",224,150000,"diesel",11
"100387",12500,"coupe","manuell",280,150000,"benzin",13
"100393",1950,"compact","manuell",105,150000,"benzin",16
"100396",3599,"compact","automatik",98,80000,"benzin",14
"100402",17890,"cabrio","manuell",126,30000,"benzin",4
